"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"1055","sans1269","Indo-European [indo1319]",1782,45,45,5,5,0,NA,"AGR","S/SE Asia",20,77,FALSE,10908.9061327377
"1056","sant1410","Austroasiatic [aust1305]",2550,57,57,NA,NA,0,NA,"AGR","S/SE Asia",25.0317,87.8185,FALSE,11752.2972789003
"1057","sasa1249","Austronesian [aust1307]",997,30,30,2,2,0,NA,"AGR","S/SE Asia",-8.58349,116.284,FALSE,16205.5928203361
"1058","saur1248","Indo-European [indo1319]",1735,42,42,3,3,0,NA,"AGR","S/SE Asia",9.99172,77.9427,FALSE,11512.1484155607
"1059","saur1249","Dravidian [drav1251]",2339,34,34,NA,NA,0,NA,"AGR","S/SE Asia",24.8124,87.6432,FALSE,11743.5165430405
"1060","scot1243","Indo-European [indo1319]",2505,37,35,NA,NA,2,NA,"AGR","W and SW Eurasia",55.886945,-3.710133,TRUE,10286.4686515702
"1061","scot1245","Indo-European [indo1319]",2601,82,79,NA,NA,3,NA,"AGR","W and SW Eurasia",56.7574,-5.24366,TRUE,10417.2232236629
"1062","seda1262","Austroasiatic [aust1305]",13,53,53,4,4,0,NA,"AGR","S/SE Asia",14.7793,108.027,FALSE,14140.5218481229
"1063","selk1253","Uralic [ural1272]",2485,41,41,NA,NA,0,"HG","HG","N-C Asia",59.9409,82.3004,FALSE,11249.7755149257
"1064","seme1247","Austroasiatic [aust1305]",1003,50,50,2,2,0,NA,"AGR","S/SE Asia",2.82799,102.806,FALSE,14274.4050005376
"1065","sera1259","Indo-European [indo1319]",1011,83,80,9,6,3,NA,"AGR","S/SE Asia",29.5534,71.906,TRUE,10102.5408938581
"1066","serb1264","Indo-European [indo1319]",2499,34,32,NA,NA,2,NA,"AGR","W and SW Eurasia",44.3238,21.9192,TRUE,8093.00712117962
"1067","sgaw1245","Sino-Tibetan [sino1245]",25,39,39,8,8,0,NA,"AGR","S/SE Asia",17.9872,97.7126,FALSE,12994.7352637456
"1068","shan1277","Tai-Kadai [taik1256]",2367,34,32,7,5,2,NA,"AGR","S/SE Asia",21.5995,98.0342,TRUE,12863.5580413682
"1069","sheh1240","Afro-Asiatic [afro1255]",2621,38,37,NA,NA,1,NA,"AGR","W and SW Eurasia",17.29154,53.99526,TRUE,8906.79933553342
"1070","sher1255","Sino-Tibetan [sino1245]",2307,50,50,3,3,0,NA,"AGR","S/SE Asia",27.674,86.9994,FALSE,11584.7151661188
"1071","shin1264","Indo-European [indo1319]",1785,48,48,8,8,0,NA,"AGR","S/SE Asia",34.6515,75.287,FALSE,10340.2484701809
"1072","shix1238","Sino-Tibetan [sino1245]",2230,66,66,NA,NA,0,NA,"AGR","S/SE Asia",28.3895,100.4,FALSE,12812.5035142536
"1073","sian1254","Austronesian [aust1307]",2012,17,17,3,3,0,NA,"AGR","S/SE Asia",-0.38398,114.693,FALSE,15595.1178527013
"1074","sich1238","Sino-Tibetan [sino1245]",2483,74,71,NA,NA,3,NA,"AGR","S/SE Asia",28.1947,102.121,TRUE,12978.5163633599
"1075","sikk1242","Sino-Tibetan [sino1245]",2415,65,65,NA,NA,0,NA,"AGR","S/SE Asia",27.85795,88.59153,FALSE,11729.1069288987
"1076","sind1272","Indo-European [indo1319]",1148,54,52,7,6,2,NA,"AGR","S/SE Asia",26,69,TRUE,9914.1224319585
"1077","sinh1246","Indo-European [indo1319]",178,53,52,5,5,1,NA,"AGR","S/SE Asia",8,81,TRUE,11913.9835006047
"1078","skol1241","Uralic [ural1272]",2566,75,71,NA,NA,4,"AGR","AGR","N-C Asia",68.8326,29.7204,TRUE,10589.4737519668
"1079","slov1268","Indo-European [indo1319]",1149,37,35,6,5,2,NA,"AGR","W and SW Eurasia",46.2543,14.7766,TRUE,8615.11198214913
"1080","slov1269","Indo-European [indo1319]",2209,44,42,NA,NA,2,NA,"AGR","W and SW Eurasia",48.545705,18.78479,TRUE,8617.50736560257
"1081","sora1254","Austroasiatic [aust1305]",2526,26,26,1,1,0,NA,"AGR","S/SE Asia",19.1213,84.19,FALSE,11640.4718485418
"1082","sout1549","Dravidian [drav1251]",1771,46,45,4,3,1,NA,"AGR","S/SE Asia",19.6908,78.5936,TRUE,11075.8689107976
"1083","sout2642","Indo-European [indo1319]",2545,32,31,NA,NA,1,NA,"AGR","W and SW Eurasia",26,64,TRUE,9431.93040926712
"1084","sout2649","Indo-European [indo1319]",2586,33,33,8,8,0,NA,"AGR","S/SE Asia",37.17,68.25,FALSE,9698.6695379593
"1085","sout2672","Indo-European [indo1319]",2227,40,39,10,9,1,NA,"AGR","S/SE Asia",34.43099,70.30351,TRUE,9885.73216829037
"1086","sout2674","Uralic [ural1272]",549,45,43,7,5,2,"AGR","AGR","W and SW Eurasia",62.8801,13.7006,TRUE,10154.3716773998
"1087","sout2679","Uralic [ural1272]",2442,44,41,NA,NA,3,NA,"AGR","N-C Asia",NA,NA,TRUE,NA
"1088","sout2697","Turkic [turk1311]",2259,33,31,NA,NA,2,NA,"AGR","W and SW Eurasia",36.5137,48.4302,TRUE,7952.81829587535
"1089","sout2729","Sino-Tibetan [sino1245]",2585,60,60,NA,NA,0,NA,"AGR","S/SE Asia",27.8408,100.622,FALSE,12853.7068729635
"1090","sout2746","Tai-Kadai [taik1256]",2333,35,34,NA,NA,1,NA,"AGR","S/SE Asia",6.85668,99.7031,TRUE,13753.0270781013
"1091","sout2750","Yukaghir [yuka1259]",1027,33,33,3,3,0,"HG","HG","N-C Asia",64.218,154.375,FALSE,14690.7730556266
"1092","sout2918","Austronesian [aust1307]",1667,23,23,2,2,0,NA,"AGR","S/SE Asia",4.755836,119.483887,FALSE,15773.6281722714
"1093","spit1240","Sino-Tibetan [sino1245]",2369,40,40,6,6,0,NA,"AGR","S/SE Asia",32.526,77.833,FALSE,10603.7282146077
"1094","stan1288","Indo-European [indo1319]",2210,38,37,NA,NA,1,"AGR","AGR","W and SW Eurasia",40.4414,-1.11788,TRUE,9483.06204556254
"1095","stan1289","Indo-European [indo1319]",1138,39,38,5,4,1,NA,"AGR","W and SW Eurasia",41.453,1.569,TRUE,9287.24129753931
"1096","stan1290","Indo-European [indo1319]",2182,36,34,7,5,2,NA,"AGR","W and SW Eurasia",48,2,TRUE,9517.47222500186
"1097","stan1293","Indo-European [indo1319]",2175,39,37,NA,NA,2,NA,"AGR","W and SW Eurasia",53,-1,TRUE,9971.80822575786
"1098","stan1295","Indo-European [indo1319]",2184,40,38,NA,NA,2,"AGR","AGR","W and SW Eurasia",48.649,12.4676,TRUE,8925.41797048567
"1099","stan1306","Austronesian [aust1307]",2223,30,28,7,5,2,NA,"AGR","S/SE Asia",3.08896,101.699,TRUE,14153.8145981794
"1100","suii1243","Tai-Kadai [taik1256]",2605,61,59,NA,NA,2,NA,"AGR","S/SE Asia",24.0488,106.563,TRUE,13562.1365596588
"1101","sumi1235","Sino-Tibetan [sino1245]",2211,41,39,9,7,2,NA,"AGR","S/SE Asia",25.9996,94.4235,TRUE,12343.5849560071
"1102","sund1252","Austronesian [aust1307]",35,26,26,2,2,0,NA,"AGR","S/SE Asia",-6.89708,107.106,FALSE,15242.6435824232
"1103","svan1243","Kartvelian [kart1248]",2392,47,47,NA,NA,0,"AGR","AGR","W and SW Eurasia",42.9134,42.5915,FALSE,7980.48117609769
"1104","swed1254","Indo-European [indo1319]",1150,35,33,7,5,2,NA,"AGR","W and SW Eurasia",59.800634,17.389526,TRUE,9759.20308217498
"1105","swis1247","Indo-European [indo1319]",2185,56,52,NA,NA,4,NA,"AGR","W and SW Eurasia",47.0516,8.46419,TRUE,9045.24501529717
"1106","taga1270","Austronesian [aust1307]",1666,24,23,3,2,1,"AGR","AGR","S/SE Asia",14.06,121.747,TRUE,15483.6111559103
"1107","taid1248","Tai-Kadai [taik1256]",2582,34,32,4,2,2,NA,"AGR","S/SE Asia",19.1801,104.938,TRUE,13630.6920145997
"1108","taid1249","Tai-Kadai [taik1256]",2471,35,33,4,2,2,NA,"AGR","S/SE Asia",20.4559,104.625,TRUE,13541.5799018538
"1109","tain1252","Tai-Kadai [taik1256]",2572,29,27,5,3,2,NA,"AGR","S/SE Asia",21.7837,99.722,TRUE,13016.3072519744
"1110","taji1245","Indo-European [indo1319]",2266,29,27,9,7,2,NA,"AGR","S/SE Asia",38.8213,68.5549,TRUE,9737.66771398321
"1111","take1255","Indo-European [indo1319]",2537,37,35,NA,NA,2,NA,"AGR","W and SW Eurasia",38.1971,47.9954,TRUE,7993.02238924558
"1112","tami1289","Dravidian [drav1251]",1058,33,32,1,1,1,"HG","AGR","S/SE Asia",10.520219,78.825989,TRUE,11564.0538273749
"1113","tang1336","Sino-Tibetan [sino1245]",1789,40,38,8,6,2,NA,"AGR","S/SE Asia",25.0489,94.3567,TRUE,12373.171703218
"1114","taro1264","Austronesian [aust1307]",1001,43,43,10,10,0,NA,"AGR","S/SE Asia",23.9032,121.358,FALSE,14928.1663700246
"1115","tase1235","Sino-Tibetan [sino1245]",1790,29,29,5,5,0,NA,"AGR","S/SE Asia",27.2572,96.3855,FALSE,12481.4436042143
"1116","tata1255","Turkic [turk1311]",2609,43,41,NA,NA,2,NA,"AGR","N-C Asia",55,50,TRUE,9391.10674336058
"1117","tata1257","Austronesian [aust1307]",1066,21,21,1,1,0,NA,"AGR","S/SE Asia",5.49808,115.553,FALSE,15354.1913488533
"1118","taus1251","Austronesian [aust1307]",2212,23,23,3,3,0,NA,"AGR","S/SE Asia",5.12236,118.88,FALSE,15695.3686561277
"1119","tedi1235","Sino-Tibetan [sino1245]",293,26,25,5,4,1,NA,"AGR","S/SE Asia",23.6079,93.519,TRUE,12349.8418179818
"1120","telu1262","Dravidian [drav1251]",8,68,67,5,4,1,"HG","HG","S/SE Asia",16.4529,78.7024,TRUE,11236.3644059454
"1121","temi1246","Austroasiatic [aust1305]",2563,49,49,NA,NA,0,NA,"AGR","S/SE Asia",4.974,101.438,FALSE,14023.3308803621
"1122","teng1272","Austronesian [aust1307]",1700,42,42,1,1,0,NA,"AGR","S/SE Asia",-7.89069,113.037,FALSE,15858.7665481727
"1123","ters1235","Uralic [ural1272]",2494,69,65,NA,NA,4,"AGR","AGR","N-C Asia",67.2458,38.5061,TRUE,10432.02924055
"1124","thad1238","Sino-Tibetan [sino1245]",1792,31,30,5,4,1,NA,"AGR","S/SE Asia",24.096,93.722,TRUE,12349.8895618334
"1125","thai1261","Tai-Kadai [taik1256]",2215,47,46,3,2,1,"AGR","AGR","S/SE Asia",14.192,100.671,TRUE,13462.5338431566
"1126","thak1245","Sino-Tibetan [sino1245]",2294,29,29,2,2,0,NA,"AGR","S/SE Asia",28.7014,83.6466,FALSE,11236.9611567257
"1127","thul1246","Sino-Tibetan [sino1245]",1220,38,38,2,2,0,NA,"AGR","S/SE Asia",27.5389,87.6063,FALSE,11646.3972821187
"1128","tibe1272","Sino-Tibetan [sino1245]",1067,38,38,3,3,0,"AGR","AGR","S/SE Asia",28.3681,90.1872,FALSE,11862.7391703712
"1129","tiru1241","Austronesian [aust1307]",578,22,22,3,3,0,NA,"AGR","S/SE Asia",6.77321,124.127,FALSE,16108.738645746
"1130","toda1252","Dravidian [drav1251]",1793,53,51,12,10,2,NA,"AGR","S/SE Asia",11.4184,77.0168,TRUE,11343.4172610754
"1131","torw1241","Indo-European [indo1319]",1219,51,51,7,7,0,NA,"AGR","S/SE Asia",35.3101,72.5316,FALSE,10084.1801954253
"1132","tosk1239","Indo-European [indo1319]",169,35,33,9,7,2,NA,"AGR","W and SW Eurasia",41,20,TRUE,7905.74465657824
"1133","tsha1245","Sino-Tibetan [sino1245]",1221,37,37,6,6,0,NA,"AGR","S/SE Asia",27.3694,91.7741,FALSE,12045.0203200454
"1134","tsou1248","Austronesian [aust1307]",593,21,19,5,3,2,NA,"AGR","S/SE Asia",23.216,120.787,TRUE,14911.7700927618
"1135","tulu1258","Dravidian [drav1251]",2547,35,35,2,2,0,NA,"AGR","S/SE Asia",12.8114,75.2651,FALSE,11100.8132677804
"1136","turk1304","Turkic [turk1311]",2595,37,37,6,6,0,NA,"AGR","W and SW Eurasia",37.0872,59.1757,FALSE,8895.97888195725
"1137","tuuu1240","Mongolic [mong1329]",2501,35,34,5,4,1,NA,"AGR","N-C Asia",36.8177,102.117,TRUE,12684.1093993719
"1138","tuvi1240","Turkic [turk1311]",1225,37,35,6,5,2,"AGR","AGR","N-C Asia",48.436,92.6693,TRUE,11726.3901295252
"1139","udih1248","Tungusic [tung1282]",2570,40,39,NA,NA,1,"HG","HG","N-C Asia",46.6309,135.678,TRUE,14858.0127151875
"1140","udmu1245","Uralic [ural1272]",2240,36,34,NA,NA,2,NA,"AGR","N-C Asia",56.12921,52.63548,TRUE,9590.68859532321
"1141","uigh1240","Turkic [turk1311]",2612,43,41,NA,NA,2,NA,"AGR","N-C Asia",43.67,79.75,TRUE,10715.1597607457
"1142","ukra1253","Indo-European [indo1319]",1035,30,28,8,6,2,NA,"AGR","W and SW Eurasia",48.175842,24.395786,TRUE,8390.09033938365
"1143","uppe1395","Indo-European [indo1319]",2541,42,40,NA,NA,2,NA,"AGR","W and SW Eurasia",51.2403,14.4098,TRUE,9044.82906462108
"1144","uppe1400","Indo-European [indo1319]",2232,35,33,NA,NA,2,NA,"AGR","W and SW Eurasia",51.152,12.692,TRUE,9114.89415778403
"1145","ural1274","Dravidian [drav1251]",1796,46,46,6,6,0,"HG","AGR","S/SE Asia",10.8519,76.8007,FALSE,11355.7638805947
"1146","urdu1245","Indo-European [indo1319]",2466,58,56,NA,NA,2,NA,"AGR","S/SE Asia",25,67,TRUE,9752.52309535559
"1147","vaag1238","Indo-European [indo1319]",1798,37,36,4,3,1,NA,"AGR","S/SE Asia",12.215,79.5335,TRUE,11535.6492568772
"1148","varl1238","Indo-European [indo1319]",2404,46,45,NA,NA,1,NA,"AGR","S/SE Asia",20.5635,73.2975,TRUE,10528.2962734046
"1149","veps1250","Uralic [ural1272]",2490,44,41,11,8,3,NA,"AGR","N-C Asia",60.3353,34.7865,TRUE,9645.51863912753
"1150","viet1252","Austroasiatic [aust1305]",2233,45,43,NA,NA,2,"AGR","AGR","S/SE Asia",20.681188,105.774071,TRUE,13640.1060570463
"1151","vlax1238","Indo-European [indo1319]",2228,39,37,10,8,2,NA,"AGR","W and SW Eurasia",46.8191,14.8451,TRUE,8655.58507904043
"1152","voti1245","Uralic [ural1272]",2326,55,51,13,9,4,NA,"AGR","N-C Asia",59.3802,28.6235,TRUE,9543.50359196892
"1153","wakh1245","Indo-European [indo1319]",2514,50,48,NA,NA,2,NA,"AGR","S/SE Asia",37.1768,73.9777,TRUE,10207.2254697032
"1154","walu1241","Sino-Tibetan [sino1245]",2527,46,46,3,3,0,NA,"AGR","S/SE Asia",27.695,87.2374,FALSE,11606.5384268231
"1155","wane1241","Indo-European [indo1319]",2589,30,30,6,6,0,NA,"AGR","S/SE Asia",30.0501,67.8327,FALSE,9705.20000329104
"1156","wayu1241","Sino-Tibetan [sino1245]",2396,54,54,4,4,0,NA,"AGR","S/SE Asia",27.3047,86.1227,FALSE,11513.508195682
"1157","wels1247","Indo-European [indo1319]",2406,48,46,NA,NA,2,NA,"AGR","W and SW Eurasia",52,-4,TRUE,10099.8484414932
"1158","west2354","Indo-European [indo1319]",2470,51,49,NA,NA,2,NA,"AGR","W and SW Eurasia",53.143,5.86091,TRUE,9604.84538212473
"1159","west2368","Indo-European [indo1319]",2345,44,43,NA,NA,1,NA,"AGR","N-C Asia",37.83,62.17,TRUE,9170.4229721174
"1160","west2369","Indo-European [indo1319]",2205,29,27,9,7,2,"AGR","AGR","W and SW Eurasia",28.6593,55.1586,TRUE,8513.94911971178
"1161","west2392","Uralic [ural1272]",2273,34,34,NA,NA,0,NA,"AGR","N-C Asia",57.08,58.83,FALSE,9923.45840621533
"1162","west2397","Austroasiatic [aust1305]",262,42,42,2,2,0,NA,"AGR","S/SE Asia",16.4906,104.754,FALSE,13741.9400638599
"1163","west2408","Dravidian [drav1251]",2538,26,26,2,2,0,NA,"AGR","S/SE Asia",20.2384,80.7006,FALSE,11255.4083104704
"1164","west2560","Austronesian [aust1307]",1081,23,23,1,1,0,NA,"AGR","S/SE Asia",6.00631,116.124,FALSE,15381.5578598324
"1165","west2650","Austronesian [aust1307]",29,35,35,3,3,0,NA,"AGR","S/SE Asia",12.4771,104.026,FALSE,13872.5172115116
"1166","wuch1236","Sino-Tibetan [sino1245]",17,41,39,7,5,2,NA,"AGR","S/SE Asia",29.8621,119.682,TRUE,14482.758776873
"1167","wymy1235","Indo-European [indo1319]",2330,35,33,NA,NA,2,NA,"AGR","W and SW Eurasia",NA,NA,TRUE,NA
"1168","yagn1238","Indo-European [indo1319]",2418,36,34,12,10,2,NA,"AGR","N-C Asia",39.1486,69.2422,TRUE,9800.21795832157
"1169","yaku1245","Turkic [turk1311]",190,49,47,7,5,2,NA,"AGR","N-C Asia",61.6974,133.98,TRUE,13976.0171094083
"1170","yeru1240","Dravidian [drav1251]",1800,38,38,2,2,0,NA,"AGR","S/SE Asia",17.3702,81.9748,FALSE,11506.717295676
"1171","yong1270","Sino-Tibetan [sino1245]",2267,47,46,NA,NA,1,NA,"AGR","S/SE Asia",27.8,100.9,TRUE,12880.9794136999
"1172","yuec1235","Sino-Tibetan [sino1245]",2166,48,47,NA,NA,1,NA,"AGR","S/SE Asia",23,113,TRUE,14208.5188501549
"1173","zaiw1241","Sino-Tibetan [sino1245]",1229,32,32,3,3,0,NA,"AGR","S/SE Asia",24.1726,98.3643,FALSE,12786.8978531432
"1174","abau1245","Sepik [sepi1257]",1160,14,14,2,2,0,"AGR","HG","Papua",-3.97222,141.324,FALSE,18569.6294987138
"1175","adan1251","Timor-Alor-Pantar [timo1261]",1090,40,39,3,2,1,NA,"AGR","Pacific",-8.18958,124.448,TRUE,16999.4778289515
"1176","adny1235","Pama-Nyungan [pama1250]",2931,27,27,NA,NA,0,"HG","HG","Australia",-30.1451,138.671,FALSE,19809.9456791221
"1177","adze1240","Austronesian [aust1307]",41,25,24,3,2,1,NA,"AGR","Papua",-6.39394,146.294,TRUE,19153.3665200074
"1178","aghu1254","Pama-Nyungan [pama1250]",2880,27,27,NA,NA,0,NA,"HG","Australia",-13.735,142.426,FALSE,18985.9352562332
"1179","alam1246","Sepik [sepi1257]",221,25,25,4,4,0,"HG","HG","Papua",-4.66307,143.316,FALSE,18798.5395334137
"1180","alaw1244","Mangarrayi-Maran [mang1423]",2681,26,26,NA,NA,0,"HG","HG","Australia",-15.5458,134.282,FALSE,18341.2708397783
"1181","alng1239","Pama-Nyungan [pama1250]",2908,25,25,NA,NA,0,NA,"HG","Australia",-12.5324,141.938,FALSE,18883.4961673448
"1182","alya1239","Pama-Nyungan [pama1250]",2702,24,24,NA,NA,0,"HG","HG","Australia",-21.0427,136.835,FALSE,18944.9999980221
"1183","aman1265","Border [bord1247]",1164,19,18,3,2,1,NA,"AGR","Papua",-3.51516,141.178,TRUE,18547.969375993
"1184","amar1271","Iwaidjan Proper [iwai1246]",2666,24,24,NA,NA,0,NA,"HG","Australia",-11.9876,132.878,FALSE,17985.5846730581
"1185","ambo1250","Austronesian [aust1307]",1684,23,22,2,1,1,NA,"AGR","Pacific",-3.71342,128.184,TRUE,17126.746253757
"1186","ambu1247","Ndu [nduu1242]",1159,24,23,2,1,1,"AGR","HG","Papua",-3.7801,143.059,TRUE,18758.8358819039
"1187","amel1241","Nuclear Trans New Guinea [nucl1709]",202,20,19,4,3,1,NA,"AGR","Papua",-5.29126,145.687,TRUE,19068.4262224635
"1188","amii1238","Western Daly [west2434]",2641,32,32,NA,NA,0,NA,"HG","Australia",-13.5573,130.04,FALSE,17851.4765792981
"1189","ande1247","Pama-Nyungan [pama1250]",2705,25,25,NA,NA,0,NA,"HG","Australia",-22.51278,137.3515,FALSE,19096.3055895258
"1190","anei1239","Austronesian [aust1307]",1228,26,24,6,4,2,NA,"AGR","Pacific",-20.1864,169.825,TRUE,21972.6954980016
"1191","anga1290","Angan [anga1289]",203,21,21,0,0,0,NA,"AGR","Papua",-7.15012,146.352,FALSE,19174.4683282227
"1192","anin1240","Gunwinyguan [gunw1250]",2651,24,24,NA,NA,0,"HG","HG","Australia",-13.99904,136.6415,FALSE,18449.222497133
"1193","anta1253","Pama-Nyungan [pama1250]",2958,23,23,NA,NA,0,NA,"HG","Australia",-27.1152,134.838,FALSE,19314.6550787162
"1194","arab1267","Pama-Nyungan [pama1250]",2761,24,24,NA,NA,0,"HG","HG","Australia",-28.705,135.449,FALSE,19492.3390136896
"1195","aran1237","South Bird\s Head Family [sout1516]",1166,18,18,3,3,0,"AGR","HG","Papua",-2.08016,132.983,FALSE,17626.1722304462
"1196","arit1239","Pama-Nyungan [pama1250]",2909,22,22,NA,NA,0,NA,"HG","Australia",-12.50839255,142.138748,FALSE,18902.5231510887
"1197","atam1239","Pama-Nyungan [pama1250]",2919,26,26,NA,NA,0,NA,"HG","Australia",-11.0018,142.273,FALSE,18854.8666435324
"1198","auuu1241","Nuclear Torricelli [nucl1708]",1169,17,17,2,2,0,"AGR","HG","Papua",-3.53277,142.105,FALSE,18650.6511444829
"1199","awab1243","Pama-Nyungan [pama1250]",2987,16,16,NA,NA,0,NA,"HG","Australia",-33.12847,151.43555,FALSE,20911.9406410707
"1200","awar1248","Nuclear Trans New Guinea [nucl1709]",1175,25,25,4,4,0,NA,"AGR","Papua",-6.16986,146.372,FALSE,19157.8551109044
"1201","awiy1238","Nuclear Trans New Guinea [nucl1709]",57,20,20,0,0,0,NA,"AGR","Papua",-6.54079,145.76,FALSE,19097.9210782108
"1202","awtu1239","Sepik [sepi1257]",1177,18,18,0,0,0,"AGR","HG","Papua",-3.53129,141.928,FALSE,18631.0634616412
"1203","ayab1239","Pama-Nyungan [pama1250]",2898,25,25,NA,NA,0,NA,"HG","Australia",-14.6652,142.893,FALSE,19075.4971652922
"1204","badi1246","Pama-Nyungan [pama1250]",2768,23,23,NA,NA,0,"HG","HG","Australia",-29.0647,117.246,FALSE,18951.2487553058
"1205","band1339","Pama-Nyungan [pama1250]",2716,20,20,NA,NA,0,"HG","HG","Australia",-28.3458,152.859,FALSE,20721.076334012
"1206","band1353","Austronesian [aust1307]",1685,23,22,2,1,1,NA,"AGR","Pacific",-4.55565,129.905,TRUE,17335.3690466577
"1207","bang1339","Pama-Nyungan [pama1250]",2935,23,23,NA,NA,0,NA,"HG","Australia",-33.3036,136.079,FALSE,19946.4510972875
"1208","bard1255","Nyulnyulan [nyul1248]",2697,24,24,NA,NA,0,"HG","HG","Australia",-16.6274,122.906,FALSE,17696.8921124221
"1209","bari1286","Austronesian [aust1307]",1185,17,17,1,1,0,NA,"AGR","Papua",-5.5087,148.666,FALSE,19398.8704804023
"1210","barr1247","Pama-Nyungan [pama1250]",2892,25,25,NA,NA,0,NA,"HG","Australia",-14.1219,144.531,FALSE,19211.0787201245
"1211","baru1269","Nuclear Trans New Guinea [nucl1709]",1039,24,24,4,4,0,NA,"AGR","Papua",-9.40132,148.761,FALSE,19486.005538694
"1212","bayu1240","Pama-Nyungan [pama1250]",2741,26,26,NA,NA,0,NA,"HG","Australia",-23.3809,114.108,FALSE,18338.0836469814
"1213","biak1248","Austronesian [aust1307]",1191,24,23,3,2,1,"HG","HG","Papua",-0.9523,135.879,TRUE,17943.2068923883
"1214","bidy1243","Pama-Nyungan [pama1250]",2797,20,20,NA,NA,0,NA,"HG","Australia",-25.555,146.147,FALSE,19996.3313494889
"1215","biga1237","Pama-Nyungan [pama1250]",2982,16,16,NA,NA,0,NA,"HG","Australia",-28.266,149.515,FALSE,20443.4467206579
"1216","bilu1245","Bilua [bilu1245][blb]",1210,41,41,3,3,0,NA,"AGR","Pacific",-7.92388,156.663,FALSE,20311.0324512334
"1217","bina1277","Nuclear Trans New Guinea [nucl1709]",1193,35,35,1,1,0,NA,"AGR","Papua",-8.37433,147.884,FALSE,19366.9931465792
"1218","binu1245","Nuclear Trans New Guinea [nucl1709]",872,16,16,2,2,0,NA,"AGR","Papua",-6.22068,146.102,FALSE,19129.264094966
"1219","biri1256","Pama-Nyungan [pama1250]",2799,18,18,NA,NA,0,"HG","HG","Australia",-20.1494,146.67,FALSE,19714.1523645025
"1220","boik1241","Ndu [nduu1242]",984,25,24,3,2,1,"AGR","HG","Papua",-3.68297,143.474,TRUE,18803.6416226591
"1221","bugi1244","Austronesian [aust1307]",1694,25,25,2,2,0,NA,"AGR","Pacific",-4.47,119.977,FALSE,16359.9255620462
"1222","bumb1241","Nuclear Torricelli [nucl1708]",1167,22,22,3,3,0,NA,"AGR","Papua",-3.65508,142.859,FALSE,18735.344753185
"1223","buna1275","Bunaban [buna1274]",2630,24,24,NA,NA,0,"HG","HG","Australia",-17.8297,125.631,FALSE,17939.476900516
"1224","bung1264","Pama-Nyungan [pama1250]",2717,23,23,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1225","buol1237","Austronesian [aust1307]",1676,23,23,3,3,0,NA,"AGR","Pacific",0.97727,121.519,FALSE,16379.3221931139
"1226","bura1267","Maningrida [mani1293]",2629,26,26,NA,NA,0,"HG","HG","Australia",-12.3061,134.365,FALSE,18140.6289086225
"1227","burd1238","Pama-Nyungan [pama1250]",2742,26,26,NA,NA,0,NA,"HG","Australia",-22.9646,114.658,FALSE,18286.0218405254
"1228","cham1312","Austronesian [aust1307]",38,36,35,4,3,1,NA,"AGR","Pacific",15.233333,145.75,TRUE,19464.1228796154
"1229","chua1250","Nuclear Trans New Guinea [nucl1709]",284,17,16,2,1,1,NA,"AGR","Papua",-6.17824,145.139,TRUE,19023.3720203548
"1230","dadi1250","Teberan [tebe1251]",468,23,23,2,2,0,NA,"AGR","Papua",-6.65765,144.511,FALSE,18964.4036457436
"1231","darl1243","Pama-Nyungan [pama1250]",2876,26,26,NA,NA,0,NA,"HG","Australia",-32.7021,142.695,FALSE,20275.1155821468
"1232","dera1245","Senagi [sena1264]",395,17,17,0,0,0,"AGR","HG","Papua",-3.52309,140.947,FALSE,18522.5265640391
"1233","dhal1245","Pama-Nyungan [pama1250]",2743,26,26,NA,NA,0,NA,"HG","Australia",-22.196,114.937,FALSE,18198.5804262503
"1234","dhan1270","Pama-Nyungan [pama1250]",2971,26,26,NA,NA,0,NA,"HG","Australia",-11.9493,135.752,FALSE,18250.5035133351
"1235","dhar1247","Pama-Nyungan [pama1250]",2745,31,31,NA,NA,0,"HG","HG","Australia",-24.0601,114.847,FALSE,18405.0324110683
"1236","dhar1248","Pama-Nyungan [pama1250]",2813,21,21,NA,NA,0,NA,"HG","Australia",-23.307,150.593,FALSE,20239.7273309474
"1237","dhur1239","Pama-Nyungan [pama1250]",2995,25,25,NA,NA,0,"HG","HG","Australia",-35.412,150.134,FALSE,20978.30150065
"1238","dhuw1249","Pama-Nyungan [pama1250]",314,23,23,0,0,0,"HG","HG","Australia",-12.7825,136.008,FALSE,18320.580353839
"1239","dier1241","Pama-Nyungan [pama1250]",2749,25,25,NA,NA,0,"HG","HG","Australia",-28.1667,138,FALSE,19599.8703038886
"1240","dira1238","Pama-Nyungan [pama1250]",2750,25,25,NA,NA,0,NA,"HG","Australia",-28.7992,138.078,FALSE,19658.407085817
"1241","djam1255","Mirndi [mirn1241]",2683,22,22,NA,NA,0,"HG","HG","Australia",-15.0558,130.06,FALSE,17969.3880339426
"1242","djam1256","Pama-Nyungan [pama1250]",2974,31,31,NA,NA,0,"HG","HG","Australia",-12.021,135.59,FALSE,18239.0207817023
