"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"1243","djan1238","Pama-Nyungan [pama1250]",2893,16,16,NA,NA,0,NA,"HG","Australia",-16.91051,144.93245,FALSE,19381.9557548783
"1244","djau1244","Gunwinyguan [gunw1250]",2662,27,27,NA,NA,0,NA,"HG","Australia",-14.1361,133.002,FALSE,18136.34830134
"1245","djaw1238","Nyulnyulan [nyul1248]",2700,20,20,NA,NA,0,NA,"HG","Australia",-16.4163,123.186,FALSE,17686.4805304307
"1246","djee1236","Maningrida [mani1293]",2676,21,21,NA,NA,0,"HG","HG","Australia",-12.0133,134.097,FALSE,18098.7463838416
"1247","djin1251","Mirndi [mirn1241]",2687,20,20,NA,NA,0,"HG","HG","Australia",-17.165,133.659,FALSE,18407.8072923559
"1248","djin1252","Pama-Nyungan [pama1250]",2977,25,25,NA,NA,0,NA,"HG","Australia",-12.93,134.967,FALSE,18232.7693346356
"1249","djin1253","Pama-Nyungan [pama1250]",2976,25,25,NA,NA,0,"HG","HG","Australia",-12.462,134.82,FALSE,18191.7602449373
"1250","dobu1241","Austronesian [aust1307]",981,24,24,1,1,0,NA,"AGR","Papua",-9.63239,150.825,FALSE,19712.6231912183
"1251","dyaa1242","Pama-Nyungan [pama1250]",2890,19,19,NA,NA,0,NA,"HG","Australia",-16.596,145.388,FALSE,19409.6968969713
"1252","dyab1238","Nyulnyulan [nyul1248]",2699,20,20,NA,NA,0,NA,"HG","Australia",-17.18653,122.52306,FALSE,17740.5009060392
"1253","dyan1250","Pama-Nyungan [pama1250]",2991,19,19,NA,NA,0,NA,"HG","Australia",-30.8469,152.602,FALSE,20852.5121140221
"1254","dyir1250","Pama-Nyungan [pama1250]",2732,16,16,NA,NA,0,"HG","HG","Australia",-17.4516,145.544,FALSE,19467.2139947072
"1255","dyug1238","Nyulnyulan [nyul1248]",2695,28,28,NA,NA,0,NA,"HG","Australia",-17.906,122.408,FALSE,17811.7602858117
"1256","east2379","Pama-Nyungan [pama1250]",2708,25,25,NA,NA,0,"HG","HG","Australia",-23.3583,135.046,FALSE,19002.517782543
"1257","east2440","Austronesian [aust1307]",1037,24,23,3,2,1,NA,"AGR","Pacific",0.07337,127.423,TRUE,17005.7028806299
"1258","east2516","Nuclear Trans New Guinea [nucl1709]",414,20,20,3,3,0,NA,"AGR","Papua",-6.32989,143.931,FALSE,18894.668645027
"1259","ekar1243","Nuclear Trans New Guinea [nucl1709]",317,15,15,0,0,0,"AGR","AGR","Papua",-3.88974,136.018,FALSE,17984.4079715581
"1260","erre1238","Giimbiyu [giim1238]",2648,23,23,NA,NA,0,NA,"HG","Australia",-12.2839,132.868,FALSE,18003.0702303047
"1261","faiw1243","Nuclear Trans New Guinea [nucl1709]",974,20,19,2,1,1,NA,"AGR","Papua",-5.4967,141.656,TRUE,18630.4532150589
"1262","fasu1242","Fasu [fasu1242][faa]",326,21,21,3,3,0,NA,"AGR","Papua",-6.62687,143.284,FALSE,18830.5886526404
"1263","fiji1243","Austronesian [aust1307]",328,30,29,4,3,1,"AGR","AGR","Pacific",-18,178.33,TRUE,22804.9157709289
"1264","fwai1237","Austronesian [aust1307]",334,35,33,5,3,2,NA,"AGR","Pacific",-20.6873,164.901,TRUE,21490.9093903593
"1265","gads1258","Nuclear Trans New Guinea [nucl1709]",56,19,19,1,1,0,NA,"AGR","Papua",-6.31631,145.997,FALSE,19119.5373972346
"1266","gaga1251","Gagadu [gaga1251][gbu]",2653,27,27,NA,NA,0,"HG","HG","Australia",-12.5176,132.643,FALSE,17997.8211957332
"1267","gamb1251","Worrorran [worr1236]",3008,22,22,NA,NA,0,NA,"HG","Australia",-14.29546,126.27131,FALSE,17642.873987012
"1268","gami1243","Pama-Nyungan [pama1250]",2719,21,21,NA,NA,0,"HG","HG","Australia",-29.9037,149.543,FALSE,20552.6570896312
"1269","gana1268","Pama-Nyungan [pama1250]",2788,25,25,NA,NA,0,NA,"HG","Australia",-37.62635582,147.8838803,FALSE,20996.1903470979
"1270","gana1278","Pama-Nyungan [pama1250]",2789,22,22,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1271","gang1267","Tangkic [tang1340]",3001,24,24,NA,NA,0,NA,"HG","Australia",-17.5446,139.426,FALSE,18914.1105442696
"1272","gang1268","Pama-Nyungan [pama1250]",2798,18,18,NA,NA,0,NA,"HG","Australia",-22.7637,149.416,FALSE,20105.13371658
"1273","gara1269","Garrwan [garr1260]",337,22,22,0,0,0,"HG","HG","Australia",-17.4504,137.72014,FALSE,18760.597204902
"1274","gari1253","Iwaidjan Proper [iwai1246]",2670,24,24,NA,NA,0,NA,"HG","Australia",-11.412,132.182,FALSE,17887.128601787
"1275","gida1240","Pama-Nyungan [pama1250]",2713,21,21,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1276","goli1247","Nuclear Trans New Guinea [nucl1709]",881,23,23,1,1,0,NA,"AGR","Papua",-6.2249,144.8505,FALSE,18992.7786065089
"1277","goon1238","Bunaban [buna1274]",2631,23,23,NA,NA,0,"HG","HG","Australia",-18.4073,126.351,FALSE,18032.1056598279
"1278","gras1249","Koiarian [koia1260]",393,16,15,3,2,1,"AGR","HG","Papua",-9.51218,147.437,TRUE,19347.6119885844
"1279","guda1242","Mirndi [mirn1241]",2689,19,19,NA,NA,0,NA,"HG","Australia",-17.5349,134.395,FALSE,18493.1850555574
"1280","guga1239","Pama-Nyungan [pama1250]",2828,23,23,NA,NA,0,"HG","HG","Australia",-17.8372,141.168,FALSE,19086.0476933088
"1281","gugu1253","Pama-Nyungan [pama1250]",2819,17,17,NA,NA,0,NA,"HG","Australia",-18.4921,144.46,FALSE,19421.465029569
"1282","gugu1254","Pama-Nyungan [pama1250]",2922,21,21,NA,NA,0,NA,"HG","Australia",-15.4296,141.635,FALSE,18993.596828215
"1283","gugu1255","Pama-Nyungan [pama1250]",2886,23,23,NA,NA,0,"HG","HG","Australia",-14.9424,144.831,FALSE,19277.4267101264
"1284","guma1253","Pama-Nyungan [pama1250]",2975,31,31,NA,NA,0,"HG","HG","Australia",-12.25254,136.83042,FALSE,18369.5505977207
"1285","gung1248","Pama-Nyungan [pama1250]",2814,20,20,NA,NA,0,NA,"HG","Australia",-25.6896,148.604,FALSE,20206.7052775602
"1286","gunw1252","Gunwinyguan [gunw1250]",2659,27,27,NA,NA,0,"HG","HG","Australia",-12.3398,133.358,FALSE,18050.6683686711
"1287","guny1241","Pama-Nyungan [pama1250]",2816,31,31,NA,NA,0,"HG","HG","Australia",-27.0642,145.862,FALSE,20075.1524190472
"1288","gupa1247","Pama-Nyungan [pama1250]",2972,31,31,NA,NA,0,NA,"HG","Australia",-12.2868,135.337,FALSE,18229.9034334157
"1289","gura1252","Maningrida [mani1293]",2677,27,27,NA,NA,0,NA,"HG","Australia",-12.66855,134.09501,FALSE,18137.5423823741
"1290","gurd1238","Pama-Nyungan [pama1250]",2905,28,28,NA,NA,0,NA,"HG","Australia",-17.1653,141.145,FALSE,19044.3916199164
"1291","gure1255","Pama-Nyungan [pama1250]",2938,23,23,NA,NA,0,"HG","HG","Australia",-25.3893,151.175,FALSE,20406.9430393769
"1292","guri1247","Pama-Nyungan [pama1250]",2853,23,23,NA,NA,0,"HG","HG","Australia",-17.0329,130.379,FALSE,18153.9351844537
"1293","guwa1242","Pama-Nyungan [pama1250]",2737,23,23,NA,NA,0,NA,"HG","Australia",-21.35147706,142.5243782,FALSE,19422.8155108851
"1294","hang1263","Ndu [nduu1242]",1064,23,23,3,3,0,"AGR","HG","Papua",-3.90364,142.849,FALSE,18737.0674725609
"1295","hawa1245","Austronesian [aust1307]",43,19,19,2,2,0,NA,"AGR","Pacific",19.6297,-155.43,FALSE,25631.1370132791
"1296","hawk1239","Pama-Nyungan [pama1250]",2984,18,18,NA,NA,0,NA,"HG","Australia",-33.11470744,150.4952383,FALSE,20841.8103309386
"1297","hoav1238","Austronesian [aust1307]",1211,21,21,4,4,0,NA,"AGR","Pacific",-8.19679,157.595,FALSE,20417.0072260228
"1298","iaai1238","Austronesian [aust1307]",39,52,51,8,7,1,NA,"AGR","Pacific",-20.6301,166.59,TRUE,21658.276829183
"1299","ikar1243","Pama-Nyungan [pama1250]",2878,23,23,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1300","imon1245","Border [bord1247]",892,23,22,3,2,1,NA,"AGR","Papua",-3.31228,141.171,TRUE,18545.0051782883
"1301","indo1317","Austronesian [aust1307]",247,32,32,3,3,0,"HG","HG","Pacific",-3.68664,122.253,FALSE,16506.31633152
"1302","irar1238","Austronesian [aust1307]",369,19,19,3,3,0,NA,"AGR","Papua",-2.94438,133.586,FALSE,17702.3836477627
"1303","iseb1246","Nuclear Trans New Guinea [nucl1709]",962,23,22,0,0,1,NA,"AGR","Papua",-5.20719,145.691,TRUE,19067.6037401663
"1304","iwai1244","Iwaidjan Proper [iwai1246]",2672,23,23,NA,NA,0,"HG","HG","Australia",-11.3379,132.453,FALSE,17907.3539684686
"1305","iwam1256","Sepik [sepi1257]",377,17,17,2,2,0,"AGR","HG","Papua",-4.27346,141.817,FALSE,18628.0206320162
"1306","jaru1254","Pama-Nyungan [pama1250]",2854,23,23,NA,NA,0,"HG","HG","Australia",-18.3288,128.262,FALSE,18130.7507168467
"1307","kabi1260","Pama-Nyungan [pama1250]",2940,24,24,NA,NA,0,NA,"HG","Australia",-25.44486229,153.1539929,FALSE,20582.2604820596
"1308","kala1377","Pama-Nyungan [pama1250]",2967,24,24,NA,NA,0,"HG","HG","Papua",-10.6748,142.196,FALSE,18834.6372374635
"1309","kala1379","Pama-Nyungan [pama1250]",2835,26,26,NA,NA,0,NA,"HG","Australia",-31.7154,118.911,FALSE,19251.924661512
"1310","kala1380","Pama-Nyungan [pama1250]",2767,21,21,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1311","kala1401","Pama-Nyungan [pama1250]",2836,26,26,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1312","kalk1246","Pama-Nyungan [pama1250]",2739,26,26,NA,NA,0,"HG","HG","Australia",-21,139.5,FALSE,19150.089749328
"1313","kama1365","Timor-Alor-Pantar [timo1261]",617,28,26,3,2,2,NA,"AGR","Pacific",-8.26897,124.792,TRUE,17033.1249921138
"1314","kama1367","Nuclear Torricelli [nucl1708]",903,29,29,4,4,0,NA,"AGR","Papua",-3.8503,143.842,FALSE,18846.1461141433
"1315","kamb1299","Austronesian [aust1307]",1679,29,29,1,1,0,NA,"AGR","Pacific",-9.88447,120.235,FALSE,16896.7760642354
"1316","kara1476","Pama-Nyungan [pama1250]",2825,21,21,NA,NA,0,"HG","HG","Australia",-18.6771,122.334,FALSE,17890.4809591476
"1317","kari1304","Pama-Nyungan [pama1250]",2839,23,23,NA,NA,0,NA,"HG","Australia",-20.445,118.613,FALSE,18004.9773157104
"1318","kaur1267","Pama-Nyungan [pama1250]",2932,25,25,NA,NA,0,NA,"HG","Australia",-34.34966141,138.4800794,FALSE,20168.0837874645
"1319","kaya1319","Tangkic [tang1340]",3002,23,23,NA,NA,0,"HG","HG","Australia",-17.0695,139.489,FALSE,18890.2509588517
"1320","kayt1238","Pama-Nyungan [pama1250]",2711,24,24,NA,NA,0,NA,"HG","Australia",-21.5844,133.602,FALSE,18756.6914255358
"1321","kela1255","Austronesian [aust1307]",1173,30,30,2,2,0,NA,"AGR","Papua",-7.47103,147.173,FALSE,19270.1980402082
"1322","keoo1238","Austronesian [aust1307]",1215,30,29,4,3,1,NA,"AGR","Pacific",-8.8704,121.256,TRUE,16842.338191157
"1323","kima1246","Kolopom [kolo1268]",955,44,43,3,2,1,NA,"AGR","Papua",-8.01899,138.355,TRUE,18341.0037596161
"1324","kitj1240","Jarrakan [jarr1235]",2674,24,24,NA,NA,0,"HG","HG","Australia",-17.5758,127.392,FALSE,18010.3399583041
"1325","koka1244","Pama-Nyungan [pama1250]",2937,23,23,NA,NA,0,NA,"HG","Australia",-31.2052,136.813,FALSE,19794.0172924635
"1326","kokn1236","Pama-Nyungan [pama1250]",2904,25,25,NA,NA,0,NA,"HG","Australia",-16.181,141.608,FALSE,19031.3714867803
"1327","koko1269","Austronesian [aust1307]",913,27,25,6,4,2,NA,"AGR","Pacific",-8.16481,159.191,TRUE,20590.7132373112
"1328","kond1303","Konda-Yahadian [kond1302]",2481,33,33,3,3,0,NA,"HG","Papua",-1.82635,132.06,FALSE,17521.7588185128
"1329","kora1294","Nuclear Trans New Guinea [nucl1709]",871,24,22,5,3,2,NA,"AGR","Papua",-9.07,149.267,TRUE,19532.066900862
"1330","kris1246","Sko [skoo1245]",894,18,18,2,2,0,"AGR","HG","Papua",-2.80084,141.303,FALSE,18554.8824719932
"1331","kuka1246","Pama-Nyungan [pama1250]",2959,23,23,NA,NA,0,NA,"HG","Australia",-20.3321,127.666,FALSE,18285.6011067459
"1332","kuku1273","Pama-Nyungan [pama1250]",2885,16,16,NA,NA,0,"HG","HG","Australia",-16.0036,145.188,FALSE,19361.790619105
"1333","kumb1268","Pama-Nyungan [pama1250]",2734,19,19,NA,NA,0,"HG","HG","Australia",-29.8189,152.913,FALSE,20813.7686328729
"1334","kung1258","Pama-Nyungan [pama1250]",2815,18,18,NA,NA,0,NA,"HG","Australia",-24.2182,143.222,FALSE,19671.6287758943
"1335","kung1259","Kungarakany [kung1259][ggk]",2675,22,22,NA,NA,0,NA,"HG","Australia",-12.7,130.881,FALSE,17857.7642172907
"1336","kuni1267","Goilalan [goil1242]",58,20,20,2,2,0,NA,"AGR","Papua",-8.09371,146.908,FALSE,19255.3413805906
"1337","kunj1245","Pama-Nyungan [pama1250]",46,28,27,3,2,1,"HG","HG","Australia",-16.6807,143.53,TRUE,19237.7790381479
"1338","kuot1243","Kuot [kuot1243][kto]",918,19,18,2,1,1,NA,"AGR","Papua",-3.06952,151.537,TRUE,19692.2464199708
"1339","kupa1239","Austronesian [aust1307]",1687,25,24,2,1,1,NA,"AGR","Pacific",-10.2526,123.63,TRUE,17112.1277246762
"1340","kurr1243","Pama-Nyungan [pama1250]",2840,27,27,NA,NA,0,NA,"HG","Australia",-22.2134,117.51,FALSE,18193.1212358908
"1341","kuth1240","Pama-Nyungan [pama1250]",2906,25,25,NA,NA,0,NA,"HG","Australia",-17.4566,140.958,FALSE,19044.6208662968
"1342","kuuk1238","Pama-Nyungan [pama1250]",2900,21,21,NA,NA,0,"HG","HG","Australia",-12.4947,143.165,FALSE,19005.0243815956
"1343","kuun1236","Pama-Nyungan [pama1250]",2765,25,25,NA,NA,0,NA,"HG","Australia",-24.75108713,143.5365228,FALSE,19733.3303218231
"1344","kwai1243","Austronesian [aust1307]",436,21,21,4,4,0,NA,"AGR","Pacific",-8.93744,160.965,FALSE,20795.8157022205
"1345","kwin1241","Worrorran [worr1236]",3009,28,28,NA,NA,0,NA,"HG","Australia",-14.2515,126.562,FALSE,17657.4535784645
"1346","kwom1262","Sepik [sepi1257]",53,31,31,6,6,0,"HG","HG","Papua",-4.08721,142.664,FALSE,18718.9009953409
"1347","lamu1254","Pama-Nyungan [pama1250]",2894,29,29,NA,NA,0,"HG","HG","Australia",-14.559,143.977,FALSE,19176.1606666053
"1348","lara1258","Laragia [lara1258][lrg]",2642,24,24,NA,NA,0,"HG","HG","Australia",-12.4111,130.922,FALSE,17841.1748173357
"1349","lara1260","Austronesian [aust1307]",1688,25,24,2,1,1,NA,"AGR","Pacific",-8.4746,122.7619,TRUE,16897.7669839709
"1350","lard1243","Tangkic [tang1340]",3003,25,25,NA,NA,0,"HG","HG","Australia",-16.56152,139.4343,FALSE,18854.5699893976
"1351","lavu1241","Lavukaleve [lavu1241][lvk]",925,20,19,4,3,1,NA,"AGR","Pacific",-9.05569,159.119,TRUE,20596.8360749591
"1352","lena1238","Austronesian [aust1307]",584,21,20,3,2,1,NA,"AGR","Pacific",-19.4763,169.261,TRUE,21896.9065749581
"1353","leni1238","Pama-Nyungan [pama1250]",2912,29,29,NA,NA,0,NA,"HG","Australia",-20,145,FALSE,19555.2194794669
"1354","leti1246","Austronesian [aust1307]",1681,22,22,2,2,0,NA,"AGR","Pacific",-8.19808,127.674,FALSE,17278.5054923028
"1355","loni1238","Austronesian [aust1307]",1122,23,23,2,2,0,NA,"AGR","Papua",-2.06124,147.35,FALSE,19222.1565769171
"1356","lowe1415","Nuclear Trans New Guinea [nucl1709]",308,24,24,2,2,0,NA,"AGR","Papua",-4.25684,138.992,FALSE,18317.0176489151
"1357","lowe1436","Pama-Nyungan [pama1250]",2709,25,25,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1358","lusi1240","Austronesian [aust1307]",40,28,28,4,4,0,NA,"AGR","Papua",-5.55033,149.148,FALSE,19452.4321612228
"1359","madi1261","Nuclear Trans New Guinea [nucl1709]",932,54,51,6,3,3,NA,"AGR","Papua",-5.63017,146.407,TRUE,19152.6760573609
"1360","madn1237","Eastern Daly [east2374]",2632,22,22,NA,NA,0,"HG","HG","Australia",-13.9479,130.6,FALSE,17925.2711791225
"1361","mafe1237","Austronesian [aust1307]",2202,24,23,NA,NA,1,NA,"AGR","Pacific",-15.4316,167.241,TRUE,21591.1532581361
"1362","maib1239","Maybrat [maib1239][ayz]",938,16,15,3,2,1,NA,"AGR","Papua",-1.3679,132.591,TRUE,17578.2551200942
"1363","maka1311","Austronesian [aust1307]",1677,23,23,2,2,0,NA,"AGR","Pacific",-5.65551,119.838,FALSE,16456.4469780959
"1364","mala1481","Austronesian [aust1307]",1686,25,24,2,1,1,NA,"AGR","Pacific",1.48099,124.843,TRUE,16748.8132694769
"1365","malg1242","Pama-Nyungan [pama1250]",2769,26,26,NA,NA,0,NA,"HG","Australia",-26.211,114.245,FALSE,18648.0044168308
"1366","malo1243","Austronesian [aust1307]",1051,21,21,4,4,0,NA,"AGR","Pacific",-15.6835,167.16,FALSE,21588.1878139052
"1367","mana1295","Austronesian [aust1307]",933,18,18,2,2,0,NA,"AGR","Papua",-4.07921,145.033,FALSE,18980.3013303655
"1368","mang1381","Mangarrayi-Maran [mang1423]",2682,22,22,NA,NA,0,"HG","HG","Australia",-14.7982,133.803,FALSE,18249.5159010271
"1369","mang1382","Giimbiyu [giim1238]",2649,23,23,NA,NA,0,NA,"HG","Australia",-12.2391,132.973,FALSE,18009.7090867784
"1370","mang1383","Pama-Nyungan [pama1250]",2826,24,24,NA,NA,0,NA,"HG","Australia",-18.6597,123.769,FALSE,17939.7366078011
"1371","maor1246","Austronesian [aust1307]",42,20,19,2,1,1,"HG","HG","Pacific",-38.2881,176.541,TRUE,23176.4892921886
"1372","mara1385","Mangarrayi-Maran [mang1423]",2679,23,23,NA,NA,0,"HG","HG","Australia",-14.7927,134.865,FALSE,18340.1570073886
"1373","mara1386","Western Daly [west2434]",47,24,24,0,0,0,"HG","HG","Australia",-13.6754,130.12,FALSE,17866.7226644686
"1374","marg1251","Marrku-Wurrugu [marr1257]",2667,26,26,NA,NA,0,NA,"HG","Australia",-11.1823,132.587,FALSE,17910.3876290167
"1375","marg1253","Pama-Nyungan [pama1250]",2817,31,31,NA,NA,0,"HG","HG","Australia",-26.789,144.892,FALSE,19980.9044164131
"1376","mari1417","Western Daly [west2434]",2637,20,20,NA,NA,0,NA,"HG","Australia",-14.1788,130.561,FALSE,17939.5834993559
"1377","mari1419","Western Daly [west2434]",2638,32,32,NA,NA,0,"HG","HG","Australia",-14.3819,130.25,FALSE,17930.8879010413
"1378","mari1424","Western Daly [west2434]",2639,24,24,NA,NA,0,"HG","HG","Australia",-13.8818,130.237,FALSE,17891.5766171356
"1379","mart1254","Western Daly [west2434]",2640,31,31,NA,NA,0,NA,"HG","Australia",-14.0058,129.837,FALSE,17869.9215751564
"1380","mart1255","Pama-Nyungan [pama1250]",2841,26,26,NA,NA,0,"HG","HG","Australia",-20.9294,116.607,FALSE,18049.8184975543
"1381","matb1237","Austronesian [aust1307]",988,20,19,3,2,1,NA,"AGR","Pacific",-1.8801,130.075,TRUE,17301.90669744
"1382","maun1240","Iwaidjan Proper [iwai1246]",2669,22,22,NA,NA,0,"HG","HG","Australia",-11.8393,133.185,FALSE,18004.5136098676
"1383","maya1280","Pama-Nyungan [pama1250]",2830,21,21,NA,NA,0,NA,"HG","Australia",-18.1147,140.337,FALSE,19029.44624519
"1384","mayk1239","Pama-Nyungan [pama1250]",2829,21,21,NA,NA,0,NA,"HG","Australia",-20.4352,140.481,FALSE,19191.5940820268
"1385","mbab1239","Pama-Nyungan [pama1250]",2928,27,27,NA,NA,0,"HG","HG","Australia",-20.1389,143.438,FALSE,19425.1764268807
"1386","mbar1253","Pama-Nyungan [pama1250]",2895,29,29,NA,NA,0,NA,"HG","Australia",-14.529,143.789,FALSE,19156.3626118151
"1387","mbar1254","Pama-Nyungan [pama1250]",2927,27,27,NA,NA,0,NA,"HG","Australia",-24.46,136.641,FALSE,19201.5230957936
"1388","mian1256","Nuclear Trans New Guinea [nucl1709]",973,25,24,3,2,1,NA,"HG","Papua",-4.70881,141.523,TRUE,18602.1777719186
"1389","miri1266","Jarrakan [jarr1235]",2673,20,20,NA,NA,0,"HG","HG","Australia",-16.3596,128.889,FALSE,17994.8486424078
"1390","morb1239","Mor {Bomberai Peninsula} [morb1239][moq]",464,19,19,3,3,0,NA,"HG","Papua",-2.85747,132.845,FALSE,17619.4440420658
"1391","mori1268","Austronesian [aust1307]",1678,27,27,4,4,0,NA,"AGR","Pacific",-2.56016,121.37,FALSE,16365.0743243403
"1392","motl1237","Austronesian [aust1307]",948,22,21,4,3,1,NA,"AGR","Pacific",-13.6535,167.673,TRUE,21600.7090450492
"1393","mudb1240","Pama-Nyungan [pama1250]",2856,23,23,NA,NA,0,"HG","HG","Australia",-16.7694,132.329,FALSE,18275.0610207325
"1394","mufi1238","Nuclear Torricelli [nucl1708]",869,22,21,3,2,1,NA,"AGR","Papua",-3.57932,142.955,TRUE,18745.1475286267
"1395","mull1237","Northern Daly [nort1547]",2633,19,19,NA,NA,0,"HG","HG","Australia",-13.2973,130.615,FALSE,17878.3984367221
"1396","mulu1243","Pama-Nyungan [pama1250]",2888,16,16,NA,NA,0,NA,"HG","Australia",-17.0601,145.329,FALSE,19427.097900278
"1397","muna1247","Austronesian [aust1307]",1214,33,32,5,4,1,NA,"AGR","Pacific",-5.40419,122.541,TRUE,16637.6963013407
"1398","murr1258","Southern Daly [sout2772]",2634,28,28,NA,NA,0,"HG","HG","Australia",-14.74852,129.70152,FALSE,17918.1492016565
"1399","muru1266","Pama-Nyungan [pama1250]",2720,25,25,NA,NA,0,"HG","HG","Australia",-28.9618,146.546,FALSE,20259.3442561692
"1400","naas1242","South Bougainville [sout2948]",60,18,18,0,0,0,NA,"AGR","Pacific",-6.46022,155.632,FALSE,20177.186712571
"1401","naka1260","Maningrida [mani1293]",2678,25,25,NA,NA,0,"HG","HG","Australia",-12.07653,134.32729,FALSE,18123.758647881
"1402","nami1256","Sepik [sepi1257]",949,15,15,0,0,0,"HG","HG","Papua",-3.85538,141.788,FALSE,18619.3472635635
"1403","nang1259","Southern Daly [sout2772]",2635,23,23,NA,NA,0,NA,"HG","Australia",-14.268,131.237,FALSE,17999.9839054904
"1404","nank1250","Nuclear Trans New Guinea [nucl1709]",953,20,20,1,1,0,NA,"AGR","Papua",-5.80804,146.464,FALSE,19161.7822779233
"1405","narr1259","Pama-Nyungan [pama1250]",2795,25,25,NA,NA,0,NA,"HG","Australia",-36.2301,140.158,FALSE,20426.5694209323
"1406","naru1238","Pama-Nyungan [pama1250]",2936,27,27,NA,NA,0,NA,"HG","Australia",-34.69,137.535,FALSE,20149.0544575358
"1407","natu1246","Austronesian [aust1307]",557,47,46,2,1,1,NA,"AGR","Pacific",-10.6771,165.835,TRUE,21351.7148542237
"1408","ngaa1240","Pama-Nyungan [pama1250]",2962,23,23,0,0,0,"HG","HG","Australia",-25.7514,127.602,FALSE,18817.0147869751
"1409","ngad1258","Pama-Nyungan [pama1250]",2837,26,26,NA,NA,0,"HG","HG","Australia",-32.02447,124.46601,FALSE,19371.5618732056
"1410","ngad1261","Austronesian [aust1307]",1213,27,25,6,4,2,NA,"AGR","Pacific",-8.79508,120.976,TRUE,16820.3475257622
"1411","ngal1292","Gunwinyguan [gunw1250]",2652,29,29,NA,NA,0,"HG","HG","Australia",-13.9783,133.936,FALSE,18206.0583969655
"1412","ngal1293","Gunwinyguan [gunw1250]",2654,27,27,NA,NA,0,"HG","HG","Australia",-14.4281,134.716,FALSE,18303.4086408654
"1413","ngam1265","Pama-Nyungan [pama1250]",2751,25,25,NA,NA,0,NA,"HG","Australia",-27.1797,138.701,FALSE,19563.4328437174
"1414","ngan1295","Gunwinyguan [gunw1250]",2655,35,35,NA,NA,0,"HG","HG","Australia",-12.8448,134.649,FALSE,18198.6140909716
"1415","ngan1296","Pama-Nyungan [pama1250]",2990,17,17,NA,NA,0,NA,"HG","Australia",-29.581,151.313,FALSE,20670.6744996053
"1416","ngar1235","Pama-Nyungan [pama1250]",2858,23,23,NA,NA,0,"HG","HG","Australia",-15.4661,130.651,FALSE,18046.1849339561
"1417","ngar1284","Worrorran [worr1236]",3007,22,22,NA,NA,0,"HG","HG","Australia",-16.4006,126.433,FALSE,17845.7144120553
"1418","ngar1286","Pama-Nyungan [pama1250]",2842,23,23,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1419","ngar1287","Pama-Nyungan [pama1250]",2843,23,23,NA,NA,0,"HG","HG","Australia",-20.9235,117.203,FALSE,18049.4853449127
"1420","ngar1288","Pama-Nyungan [pama1250]",2857,24,24,NA,NA,0,NA,"HG","Australia",NA,NA,FALSE,NA
"1421","ngaw1240","Pama-Nyungan [pama1250]",2831,22,22,NA,NA,0,"HG","HG","Australia",-19.4484,141.471,FALSE,19211.4606951321
"1422","nhan1238","Pama-Nyungan [pama1250]",2770,33,33,NA,NA,0,NA,"HG","Australia",-27.42523643,114.2680442,FALSE,18781.6176787813
"1423","nhuw1239","Pama-Nyungan [pama1250]",2844,26,26,NA,NA,0,NA,"HG","Australia",-21.38154,115.74542,FALSE,18102.671699419
"1424","nija1241","Pama-Nyungan [pama1250]",2846,22,22,NA,NA,0,NA,"HG","Australia",-22.8558,120.831,FALSE,18301.587666068
"1425","nima1245","Nyulnyulan [nyul1248]",2698,23,23,NA,NA,0,NA,"HG","Australia",-17.374,123.228,FALSE,17786.3369571962
"1426","ning1273","Nuclear Torricelli [nucl1708]",980,21,21,2,2,0,NA,"AGR","Papua",-3.49733,142.251,FALSE,18666.4185613688
"1427","nort2828","Austronesian [aust1307]",1689,27,26,4,3,1,NA,"AGR","Pacific",-0.86437,128.323,TRUE,17102.1355685247
